단지ID,단지명,시군구,위도,경도,세대수,준공년월,물건종류,공급면적(평),전용면적(평),계약면적(평),공급면적(m2),전용면적(m2),주택형,면적일련번호,KB매매시세(만원),매매상한가(만원),매매하한가(만원),KB전세시세(만원),월세보증금(만원),월세최저(만원),월세최고(만원),세대수(평형),시세제공여부,전세가율,용적률,건폐율,월간매매변동률,월간전세변동률
19859,태경하이츠,강서구,37.5240579,126.8579912,12,2002.01,01,27.30,25.03,35.80,90.26,82.75,B,187476,0,0,0,0,0,0,0,1,0,,267.0,53.0,,
19859,태경하이츠,강서구,37.5240579,126.8579912,12,2002.01,01,27.43,25.15,35.98,90.71,83.16,C,196078,0,0,0,0,0,0,0,2,0,,267.0,53.0,,
19859,태경하이츠,강서구,37.5240579,126.8579912,12,2002.01,01,27.44,25.15,35.99,90.72,83.17,,19195,50200,56800,44000,0,0,0,0,2,1,,267.0,53.0,,
1986,건영,송파구,37.4819995,127.1253242,545,1996.10,01,28.44,23.49,32.93,94.03,77.68,,1872,155000,161000,150000,51500,10000,125,150,60,1,32.3,254.0,0.0,1.45,0.0
1986,건영,송파구,37.4819995,127.1253242,545,1996.10,01,31.34,25.46,36.23,103.61,84.17,A,1173322,175000,183500,165000,56500,10000,150,170,1,1,32.3,254.0,0.0,1.45,0.0
1986,건영,송파구,37.4819995,127.1253242,545,1996.10,01,31.41,25.52,36.28,103.86,84.39,B,51172,175000,183500,165000,56500,10000,150,170,424,1,32.3,254.0,0.0,1.45,0.0
1986,건영,송파구,37.4819995,127.1253242,545,1996.10,01,31.42,25.53,36.30,103.87,84.42,C,1173323,175000,183500,165000,56500,10000,150,170,14,1,32.3,254.0,0.0,1.45,0.0
1986,건영,송파구,37.4819995,127.1253242,545,1996.10,01,31.43,25.55,36.32,103.91,84.47,D,1173324,175000,183500,165000,56500,10000,150,170,30,1,32.3,254.0,0.0,1.45,0.0
1986,건영,송파구,37.4819995,127.1253242,545,1996.10,01,31.58,25.67,36.49,104.42,84.87,,1173325,175000,183500,165000,56500,10000,150,170,16,1,32.3,254.0,0.0,1.45,0.0
19861,대원,강북구,37.6193761,126.9985794,19,2006.04,01,26.81,23.83,31.17,88.64,78.81,B,66683,0,0,0,0,0,0,0,5,0,,194.0,46.0,,
19861,대원,강북구,37.6193761,126.9985794,19,2006.04,01,26.89,23.91,31.27,88.91,79.05,A,19197,0,0,0,0,0,0,0,5,0,,194.0,46.0,,
19861,대원,강북구,37.6193761,126.9985794,19,2006.04,01,27.61,24.55,32.11,91.29,81.17,,106504,39000,43300,35500,0,0,0,0,5,1,,194.0,46.0,,
19861,대원,강북구,37.6193761,126.9985794,19,2006.04,01,28.14,25.02,32.72,93.05,82.73,,137006,0,0,0,0,0,0,0,4,0,,194.0,46.0,,
19864,용민,강서구,37.5187081,126.8369869,19,2003.06,01,28.99,24.15,37.21,95.84,79.84,A,137007,57900,60300,55400,0,0,0,0,1,1,,290.0,52.0,,
19864,용민,강서구,37.5187081,126.8369869,19,2003.06,01,29.39,24.48,37.73,97.17,80.95,B,106505,58300,60600,56400,0,0,0,0,1,1,,290.0,52.0,,
19864,용민,강서구,37.5187081,126.8369869,19,2003.06,01,29.39,24.49,37.73,97.18,80.96,C,66686,0,0,0,0,0,0,0,1,0,,290.0,52.0,,
19864,용민,강서구,37.5187081,126.8369869,19,2003.06,01,29.74,24.78,38.18,98.34,81.92,A,175590,0,0,0,0,0,0,0,5,0,,290.0,52.0,,
19864,용민,강서구,37.5187081,126.8369869,19,2003.06,01,30.48,25.39,39.13,100.79,83.96,B,159397,49200,52000,46800,0,0,0,0,2,1,,290.0,52.0,,
19864,용민,강서구,37.5187081,126.8369869,19,2003.06,01,30.73,25.60,39.44,101.60,84.64,A,187477,0,0,0,0,0,0,0,5,0,,290.0,52.0,,
19864,용민,강서구,37.5187081,126.8369869,19,2003.06,01,30.82,25.67,39.56,101.89,84.88,B,19200,49700,52300,47800,0,0,0,0,4,1,,290.0,52.0,,
1987,문정시영,송파구,37.4917584,127.1364057,1316,1989.03,01,11.33,7.75,11.54,37.45,25.65,,1873,70150,74000,66500,14750,1000,55,70,168,1,25.7,215.0,0.0,0.0,3.85
1987,문정시영,송파구,37.4917584,127.1364057,1316,1989.03,01,15.97,10.72,16.27,52.79,35.46,,51173,81500,85200,77500,18250,1000,75,90,224,1,25.7,215.0,0.0,0.0,3.85
1987,문정시영,송파구,37.4917584,127.1364057,1316,1989.03,01,18.46,12.00,18.80,61.04,39.69,,94790,105000,110500,101000,27000,2000,85,95,672,1,25.7,215.0,0.0,0.0,3.85
1987,문정시영,송파구,37.4917584,127.1364057,1316,1989.03,01,22.59,13.99,22.98,74.69,46.26,,128800,116500,120000,110000,29000,2000,100,110,252,1,25.7,215.0,0.0,0.0,3.85
19871,승원아트빌,관악구,37.4816934,126.9877017,18,2003.09,01,26.69,24.23,37.85,88.25,80.10,,19207,119600,137500,106500,0,0,0,0,1,1,,291.0,52.0,,
19871,승원아트빌,관악구,37.4816934,126.9877017,18,2003.09,01,29.84,27.08,42.32,98.66,89.55,,66693,124700,135500,114700,0,0,0,0,1,1,,291.0,52.0,,
19871,승원아트빌,관악구,37.4816934,126.9877017,18,2003.09,01,33.12,29.98,46.93,109.50,99.13,,187479,139800,151800,128200,0,0,0,0,1,1,,291.0,52.0,,
19871,승원아트빌,관악구,37.4816934,126.9877017,18,2003.09,01,33.98,30.85,48.20,112.36,101.99,,106510,132500,149200,115600,0,0,0,0,3,1,,291.0,52.0,,
19871,승원아트빌,관악구,37.4816934,126.9877017,18,2003.09,01,37.09,33.67,52.60,122.64,111.33,,137011,157200,173300,143500,0,0,0,0,1,1,,291.0,52.0,,
19871,승원아트빌,관악구,37.4816934,126.9877017,18,2003.09,01,41.61,37.76,59.01,137.56,124.86,,159401,155600,174300,145400,0,0,0,0,5,1,,291.0,52.0,,
19871,승원아트빌,관악구,37.4816934,126.9877017,18,2003.09,01,45.74,41.51,64.87,151.22,137.25,,175594,180300,195500,169500,0,0,0,0,6,1,,291.0,52.0,,
19872,골든빌6차,마포구,37.5630833,126.9115906,9,2004.12,01,28.12,25.22,36.53,92.98,83.40,,19208,0,0,0,0,0,0,0,3,0,,199.0,53.0,,
19872,골든빌6차,마포구,37.5630833,126.9115906,9,2004.12,01,28.52,25.58,37.04,94.29,84.57,,66694,0,0,0,0,0,0,0,3,0,,199.0,53.0,,
19872,골든빌6차,마포구,37.5630833,126.9115906,9,2004.12,01,34.03,30.52,44.21,112.52,100.92,,106511,0,0,0,0,0,0,0,2,0,,199.0,53.0,,
19872,골든빌6차,마포구,37.5630833,126.9115906,9,2004.12,01,65.37,58.63,84.91,216.12,193.84,,137012,0,0,0,0,0,0,0,1,0,,199.0,53.0,,
19874,현대파크빌,강동구,37.5321226,127.1347525,8,2007.11,01,11.88,10.12,11.88,39.30,33.47,A,19210,0,0,0,0,0,0,0,1,0,,195.0,59.0,,
19874,현대파크빌,강동구,37.5321226,127.1347525,8,2007.11,01,12.06,10.27,12.06,39.89,33.98,B,66696,0,0,0,0,0,0,0,1,0,,195.0,59.0,,
19874,현대파크빌,강동구,37.5321226,127.1347525,8,2007.11,01,12.64,10.76,12.64,41.79,35.60,A,106513,0,0,0,0,0,0,0,5,0,,195.0,59.0,,
19874,현대파크빌,강동구,37.5321226,127.1347525,8,2007.11,01,12.79,10.89,12.79,42.29,36.02,B,137014,0,0,0,0,0,0,0,1,0,,195.0,59.0,,
19883,둔촌동 암펠로스타워,강동구,37.528841,127.143174,32,2006.12,02,35.58,28.64,57.38,117.65,94.70,,19219,0,0,0,0,0,0,0,9,0,,249.0,49.0,,
19883,둔촌동 암펠로스타워,강동구,37.528841,127.143174,32,2006.12,02,42.94,34.66,69.31,141.97,114.60,,66704,93200,101900,82100,0,0,0,0,9,1,,249.0,49.0,,
19883,둔촌동 암펠로스타워,강동구,37.528841,127.143174,32,2006.12,02,45.02,36.72,72.95,148.83,121.39,,106521,98000,111200,83200,0,0,0,0,9,1,,249.0,49.0,,
19883,둔촌동 암펠로스타워,강동구,37.528841,127.143174,32,2006.12,02,47.92,38.91,77.52,158.42,128.63,,137019,0,0,0,0,0,0,0,2,0,,249.0,49.0,,
19883,둔촌동 암펠로스타워,강동구,37.528841,127.143174,32,2006.12,02,48.84,39.63,78.99,161.47,131.04,,159407,0,0,0,0,0,0,0,2,0,,249.0,49.0,,
19883,둔촌동 암펠로스타워,강동구,37.528841,127.143174,32,2006.12,02,80.87,64.85,130.21,267.37,214.40,,175599,170000,192500,139900,0,0,0,0,1,1,,249.0,49.0,,
19888,에스탑(118-2),강동구,37.5070998,127.1128272,18,2004.09,01,35.08,32.07,43.61,115.98,106.02,A,1225829,0,0,0,0,0,0,0,6,0,,295.0,51.0,,
19888,에스탑(118-2),강동구,37.5070998,127.1128272,18,2004.09,01,35.24,32.22,43.81,116.52,106.52,B,19224,108200,118600,94300,0,0,0,0,6,1,,295.0,51.0,,
19888,에스탑(118-2),강동구,37.5070998,127.1128272,18,2004.09,01,38.56,35.25,47.94,127.50,116.55,,66709,105700,112400,97100,0,0,0,0,6,1,,295.0,51.0,,
1989,문정동아,송파구,37.4877004,127.1286049,78,1997.08,01,21.26,16.36,28.09,70.31,54.10,,1875,64500,67500,60000,39500,5000,125,135,5,1,60.0,267.0,36.0,11.11,0.0
1989,문정동아,송파구,37.4877004,127.1286049,78,1997.08,01,22.69,17.46,29.97,75.01,57.72,,171554,80000,82500,76500,48000,5000,145,155,39,1,60.0,267.0,36.0,11.11,0.0
1989,문정동아,송파구,37.4877004,127.1286049,78,1997.08,01,27.68,21.30,36.58,91.53,70.44,,153775,0,0,0,0,0,0,0,1,0,60.0,267.0,36.0,11.11,0.0
1989,문정동아,송파구,37.4877004,127.1286049,78,1997.08,01,29.28,22.53,38.68,96.81,74.49,,128801,0,0,0,0,0,0,0,2,0,60.0,267.0,36.0,11.11,0.0
1989,문정동아,송파구,37.4877004,127.1286049,78,1997.08,01,30.82,23.71,40.71,101.90,78.40,,184504,0,0,0,0,0,0,0,1,0,60.0,267.0,36.0,11.11,0.0
1989,문정동아,송파구,37.4877004,127.1286049,78,1997.08,01,33.24,25.55,43.95,109.89,84.47,A,94791,89000,92500,83000,62000,10000,170,180,1,1,60.0,267.0,36.0,11.11,0.0
1989,문정동아,송파구,37.4877004,127.1286049,78,1997.08,01,33.29,25.62,43.98,110.08,84.70,B,193850,89000,92500,83000,62000,10000,170,180,7,1,60.0,267.0,36.0,11.11,0.0
1989,문정동아,송파구,37.4877004,127.1286049,78,1997.08,01,33.36,25.67,44.07,110.29,84.87,C,51175,89000,92500,83000,62000,10000,170,180,22,1,60.0,267.0,36.0,11.11,0.0
19891,금상,은평구,37.6205518,126.927439,20,2002.10,01,30.24,25.69,36.15,100.00,84.95,,19227,56600,61000,51300,0,0,0,0,16,1,,245.0,49.0,,
19891,금상,은평구,37.6205518,126.927439,20,2002.10,01,46.71,39.68,55.82,154.42,131.18,,66712,78000,86100,63300,0,0,0,0,4,1,,245.0,49.0,,
19892,상진빌딩,관악구,37.498661,126.9295355,19,2005.01,01,32.31,27.78,38.22,106.82,91.84,,19228,84300,91600,80000,0,0,0,0,6,1,,291.0,49.0,,
19892,상진빌딩,관악구,37.498661,126.9295355,19,2005.01,01,37.47,32.21,44.33,123.88,106.51,,66713,85900,92500,76700,0,0,0,0,6,1,,291.0,49.0,,
19892,상진빌딩,관악구,37.498661,126.9295355,19,2005.01,01,44.45,38.22,52.58,146.95,126.35,,106527,108300,117000,98900,0,0,0,0,7,1,,291.0,49.0,,
19893,성북.,성동구,37.595042,126.9887996,49,1971.08,01,11.59,11.30,11.59,38.32,37.36,,66714,0,0,0,0,0,0,0,37,0,,0.0,0.0,,
19893,성북.,성동구,37.595042,126.9887996,49,1971.08,01,13.83,13.54,13.83,45.75,44.79,,19229,0,0,0,0,0,0,0,12,0,,0.0,0.0,,
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,26.46,19.43,41.91,87.49,64.26,A,19230,62000,64000,60000,28000,0,0,0,4,1,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,27.05,19.87,42.85,89.44,65.70,B,66715,62000,64000,60000,28000,0,0,0,8,1,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,27.46,20.17,43.50,90.80,66.69,C,159410,62000,64000,60000,28000,0,0,0,4,1,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,27.72,20.36,43.91,91.66,67.32,,175602,62000,64000,60000,28000,0,0,0,1,1,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,28.80,21.15,45.62,95.24,69.95,,187484,62000,64000,60000,28000,0,0,0,4,1,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,30.43,22.35,48.20,100.61,73.90,,196082,0,0,0,0,0,0,0,1,0,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,30.89,22.68,48.92,102.12,75.00,,202574,0,0,0,0,0,0,0,2,0,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,31.59,23.20,50.04,104.46,76.72,,207520,0,0,0,0,0,0,0,1,0,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,32.91,24.17,52.12,108.80,79.91,A,106528,72000,73000,70000,32000,0,0,0,8,1,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,33.07,24.29,52.38,109.34,80.32,B,137022,72000,73000,70000,32000,0,0,0,16,1,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,33.09,24.30,52.41,109.39,80.36,C,211297,72000,73000,70000,32000,0,0,0,17,1,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,47.38,34.80,75.05,156.65,115.06,,214249,0,0,0,0,0,0,0,1,0,44.4,330.0,59.0,0.0,0.0
19894,삼익,강북구,37.6133369,127.0575156,68,2006.10,01,47.57,34.94,75.35,157.28,115.52,,216613,0,0,0,0,0,0,0,1,0,44.4,330.0,59.0,0.0,0.0
19895,선경쉐르빌(106-15),송파구,37.4863274,127.1293671,12,2002.09,01,29.58,25.66,29.58,97.81,84.84,,19231,64700,69900,57300,0,0,0,0,12,1,,290.0,49.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,11.08,9.62,13.38,36.66,31.83,,19232,61600,67500,56600,0,0,0,0,1,1,,213.0,44.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,14.77,12.82,17.82,48.83,42.39,,66716,0,0,0,0,0,0,0,1,0,,213.0,44.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,16.38,14.22,19.77,54.17,47.03,,106529,0,0,0,0,0,0,0,1,0,,213.0,44.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,22.68,19.69,27.37,75.00,65.11,A,137023,0,0,0,0,0,0,0,1,0,,213.0,44.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,23.34,20.26,28.16,77.17,66.99,B,159411,90100,94500,85100,0,0,0,0,1,1,,213.0,44.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,24.52,21.29,29.59,81.08,70.39,,175603,93600,100000,88500,0,0,0,0,1,1,,213.0,44.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,29.41,25.53,35.49,97.25,84.42,,202575,103300,113600,92600,0,0,0,0,8,1,,213.0,44.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,36.91,32.05,44.53,122.04,105.96,,187485,133500,149700,114200,0,0,0,0,1,1,,213.0,44.0,,
19896,뜨라네(828-76).,서초구,37.4974542,127.0330534,18,2005.10,01,38.50,33.42,46.45,127.30,110.51,,196083,134900,142700,126600,0,0,0,0,3,1,,213.0,44.0,,
19899,다우림,중랑구,37.6089323,127.1304656,56,2006.09,01,31.64,25.69,41.04,104.62,84.93,,19235,52500,54000,48500,35000,5000,90,100,56,1,66.7,246.0,22.0,0.0,0.0
199,세영팔레스타운,광진구,37.50085,127.06214,67,2002.01,01,22.31,18.12,30.15,73.77,59.91,,195,152500,160000,145000,65000,0,0,0,8,1,53.6,237.0,32.0,0.0,0.0
199,세영팔레스타운,광진구,37.50085,127.06214,67,2002.01,01,25.41,20.75,34.40,84.03,68.61,,49540,162500,170000,155000,87500,0,0,0,4,1,53.6,237.0,32.0,0.0,0.0
199,세영팔레스타운,광진구,37.50085,127.06214,67,2002.01,01,31.26,25.66,42.38,103.37,84.85,,93478,210000,220000,197500,112500,20000,300,320,55,1,53.6,237.0,32.0,0.0,0.0
1990,문정푸르지오1차,송파구,37.4869313,127.1281728,233,1999.10,01,23.70,18.10,30.47,78.38,59.84,,1876,145000,149500,135000,54000,5000,175,195,81,1,44.0,308.0,25.0,0.0,0.0
1990,문정푸르지오1차,송파구,37.4869313,127.1281728,233,1999.10,01,33.61,25.67,43.21,111.14,84.86,,51176,162500,170000,152500,71500,10000,185,200,152,1,44.0,308.0,25.0,0.0,0.0
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,22.77,20.64,29.09,75.28,68.25,,19240,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,24.55,22.26,31.37,81.17,73.59,,66722,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,26.97,24.45,34.46,89.18,80.85,A,211299,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,27.45,24.88,35.07,90.75,82.27,B,106535,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,31.77,28.80,40.60,105.04,95.23,,137029,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,35.34,32.04,45.16,116.85,105.94,,159416,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,37.67,34.16,48.14,124.56,112.93,A,175607,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,38.15,34.58,48.75,126.12,114.34,B,214251,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,39.27,35.61,50.19,129.85,117.72,,187488,0,0,0,0,0,0,0,3,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,41.37,37.50,52.86,136.77,124.00,,196086,0,0,0,0,0,0,0,3,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,45.27,41.04,57.84,149.66,135.68,,202578,0,0,0,0,0,0,0,1,0,,269.0,53.0,,
19905,새티스(1435-2),서초구,37.4846937,127.0240817,18,2003.11,01,46.89,42.51,59.91,155.02,140.54,,207522,0,0,0,0,0,0,0,3,0,,269.0,53.0,,
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,19.63,14.86,23.70,64.90,49.14,,1877,0,0,0,0,0,0,0,1,0,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,21.93,16.71,26.48,72.50,55.26,,51177,0,0,0,0,0,0,0,4,0,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,23.05,17.56,27.85,76.20,58.08,,94792,95000,100000,90000,48000,5000,140,150,1,1,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,23.71,17.91,28.65,78.40,59.21,A,128802,95000,100000,90000,48000,5000,140,150,4,1,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,23.92,18.12,28.87,79.09,59.91,B,153776,95000,100000,90000,48000,5000,140,150,16,1,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,23.93,18.13,28.87,79.13,59.94,C,171555,95000,100000,90000,48000,5000,140,150,32,1,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,30.08,22.85,36.40,99.45,75.56,A,206181,0,0,0,0,0,0,0,1,0,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,30.38,23.15,36.70,100.45,76.56,B,184505,0,0,0,0,0,0,0,4,0,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,33.92,25.70,40.93,112.15,84.96,A,193851,110000,115000,105000,57500,10000,160,180,44,1,50.5,297.0,35.0,9.83,0.0
1991,현대2차,송파구,37.4842011,127.1245184,108,1995.11,01,33.93,25.70,40.94,112.17,84.98,B,200868,110000,115000,105000,57500,10000,160,180,1,1,50.5,297.0,35.0,9.83,0.0
19912,창건애드웰,강서구,37.5249408,126.8891454,49,2006.12,01,19.75,15.71,31.91,65.30,51.95,,19247,51400,59200,41800,0,0,0,0,2,1,,247.0,31.0,,
19912,창건애드웰,강서구,37.5249408,126.8891454,49,2006.12,01,27.41,22.12,44.54,90.63,73.15,,66729,59400,70400,46100,0,0,0,0,2,1,,247.0,31.0,,
19912,창건애드웰,강서구,37.5249408,126.8891454,49,2006.12,01,31.63,25.61,51.47,104.59,84.69,,106539,0,0,0,0,0,0,0,45,0,,247.0,31.0,,
19913,관악역우방유쉘,금천구,37.4146475,126.9088735,96,2008.03,01,42.79,34.87,59.65,141.45,115.28,,19248,76000,79000,73500,48000,0,0,0,96,1,63.2,234.0,30.0,0.0,1.05
19917,리버뷰,마포구,37.5551709,126.8997768,18,2005.12,01,22.83,20.07,25.43,75.49,66.38,,196088,74700,80500,68700,0,0,0,0,1,1,,199.0,40.0,,
19917,리버뷰,마포구,37.5551709,126.8997768,18,2005.12,01,25.29,22.24,28.17,83.62,73.53,,66733,76700,81900,72800,0,0,0,0,1,1,,199.0,40.0,,
19917,리버뷰,마포구,37.5551709,126.8997768,18,2005.12,01,25.84,22.72,28.78,85.45,75.14,,106543,75000,82700,69700,0,0,0,0,1,1,,199.0,40.0,,
19917,리버뷰,마포구,37.5551709,126.8997768,18,2005.12,01,26.99,23.74,30.06,89.25,78.48,A,137034,81800,89000,75200,0,0,0,0,1,1,,199.0,40.0,,
19917,리버뷰,마포구,37.5551709,126.8997768,18,2005.12,01,27.75,24.40,30.91,91.76,80.69,B,159421,84800,96800,77000,0,0,0,0,1,1,,199.0,40.0,,
19917,리버뷰,마포구,37.5551709,126.8997768,18,2005.12,01,28.93,25.44,32.22,95.65,84.12,A,175610,83600,88000,78800,0,0,0,0,7,1,,199.0,40.0,,
19917,리버뷰,마포구,37.5551709,126.8997768,18,2005.12,01,28.94,25.45,32.23,95.67,84.14,B,187491,91200,96200,84200,0,0,0,0,6,1,,199.0,40.0,,
1992,문정3차푸르지오,송파구,37.4870507,127.1333842,150,2002.08,01,32.17,25.70,47.53,106.36,84.96,,1878,142500,152000,137500,70000,10000,200,220,150,1,49.1,341.0,27.0,0.0,0.0
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,22.46,19.35,30.32,74.28,64.00,,66736,66500,69900,64200,0,0,0,0,1,1,,199.0,38.0,,
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,24.48,21.09,33.03,80.93,69.72,,106546,73800,79200,69800,0,0,0,0,1,1,,199.0,38.0,,
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,26.47,22.80,35.72,87.52,75.40,,137036,0,0,0,0,0,0,0,1,0,,199.0,38.0,,
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,27.12,23.37,36.60,89.68,77.26,,159423,84500,97800,73300,0,0,0,0,1,1,,199.0,38.0,,
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,27.58,23.76,37.23,91.20,78.57,A,175611,0,0,0,0,0,0,0,1,0,,199.0,38.0,,
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,28.38,24.46,38.31,93.85,80.86,B,187492,81400,93300,72500,0,0,0,0,1,1,,199.0,38.0,,
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,28.98,24.96,39.11,95.81,82.54,,196089,89400,100600,78200,0,0,0,0,1,1,,199.0,38.0,,
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,29.61,25.51,39.96,97.90,84.34,A,202580,87900,99400,77400,0,0,0,0,3,1,,199.0,38.0,,
19920,성대,관악구,37.4973202,126.935718,18,2004.12,01,29.65,25.54,40.02,98.04,84.46,B,19254,80900,90300,75500,0,0,0,0,8,1,,199.0,38.0,,
19926,장안SM드림빌,동대문구,37.5659175,127.0691499,18,2003.01,01,39.33,34.26,39.64,130.02,113.28,,19260,64200,69000,58600,0,0,0,0,12,1,,229.0,39.0,,
19926,장안SM드림빌,동대문구,37.5659175,127.0691499,18,2003.01,01,40.10,34.93,40.42,132.57,115.50,,66740,65200,71000,60100,0,0,0,0,6,1,,229.0,39.0,,
19928,상목에버빌,관악구,37.468069,126.9323571,29,2004.04,01,24.42,22.05,30.92,80.74,72.91,,19262,0,0,0,0,0,0,0,2,0,,0.0,0.0,,
19928,상목에버빌,관악구,37.468069,126.9323571,29,2004.04,01,27.28,24.68,34.43,90.20,81.59,B,106550,52700,60000,47100,0,0,0,0,16,1,,0.0,0.0,,
19928,상목에버빌,관악구,37.468069,126.9323571,29,2004.04,01,27.32,24.68,34.59,90.33,81.59,A,66742,0,0,0,0,0,0,0,8,0,,0.0,0.0,,
19928,상목에버빌,관악구,37.468069,126.9323571,29,2004.04,01,28.19,25.50,35.58,93.21,84.31,,137038,0,0,0,0,0,0,0,2,0,,0.0,0.0,,
19928,상목에버빌,관악구,37.468069,126.9323571,29,2004.04,01,49.69,44.94,62.72,164.27,148.59,,159425,73100,84000,61700,0,0,0,0,1,1,,0.0,0.0,,
19929,뉴현대,강남구,37.523553,127.0237341,10,2004.09,01,20.61,18.47,20.61,68.15,61.08,,137039,93200,99600,86100,0,0,0,0,1,1,,247.0,57.0,,
19929,뉴현대,강남구,37.523553,127.0237341,10,2004.09,01,25.50,22.85,25.50,84.31,75.56,,159426,127000,142200,113400,0,0,0,0,1,1,,247.0,57.0,,
19929,뉴현대,강남구,37.523553,127.0237341,10,2004.09,01,29.68,26.60,29.68,98.14,87.95,,19263,0,0,0,0,0,0,0,1,0,,247.0,57.0,,
19929,뉴현대,강남구,37.523553,127.0237341,10,2004.09,01,32.64,29.25,32.64,107.93,96.72,,66743,131200,136400,120800,0,0,0,0,1,1,,247.0,57.0,,
19929,뉴현대,강남구,37.523553,127.0237341,10,2004.09,01,39.10,35.04,39.10,129.27,115.84,,106551,158500,164000,152500,0,0,0,0,6,1,,247.0,57.0,,
1993,문정연합주택조합,송파구,37.4856984,127.1259482,120,1993.09,01,20.41,16.51,25.21,67.50,54.60,,1879,94500,98500,90000,48000,5000,110,125,60,1,50.8,399.0,31.0,5.0,0.0
