구,동,아파트명,세대수,준공년월,공급면적(㎡),전용면적(㎡),공급면적(평),KB매매시세(만원),KB매매시세,매매상한가(만원),매매하한가(만원),도로명주소,단지ID
,감이동,감일수자인,512,2022.08,112.82,84.64,34.12,145000,"14억 5,000만 원",151500,138500,경기도 하남시 감일백제로180번길 30,49504
,감이동,감일스타힐스,578,2021.10,113.16,84.95,34.23,140000,14억,145000,134500,경기도 하남시 감일순환로 170,45302
,감이동,감일스타힐스,578,2021.10,115.76,84.88,35.01,140000,14억,145000,134500,경기도 하남시 감일순환로 170,45302
,감이동,감일스타힐스,578,2021.10,115.78,84.89,35.02,140000,14억,145000,134500,경기도 하남시 감일순환로 170,45302
,감이동,감일에코앤e편한세상,866,2021.09,109.63,84.98,33.16,144000,"14억 4,000만 원",149000,137500,경기도 하남시 감일중앙로 20,45356
,감이동,감일에코앤e편한세상,866,2021.09,112.45,84.96,34.01,144000,"14억 4,000만 원",149000,137500,경기도 하남시 감일중앙로 20,45356
,감이동,감일파크센트레빌,595,2021.10,113.68,84.88,34.39,147500,"14억 7,500만 원",152500,140000,경기도 하남시 감일순환로 190,45303
,감이동,감일파크센트레빌,595,2021.10,113.70,84.89,34.39,147500,"14억 7,500만 원",152500,140000,경기도 하남시 감일순환로 190,45303
,감이동,감일파크센트레빌,595,2021.10,113.78,84.95,34.41,147500,"14억 7,500만 원",152500,140000,경기도 하남시 감일순환로 190,45303
,감이동,감일푸르지오마크베르,496,2023.06,146.12,114.76,44.20,151500,"15억 1,500만 원",164000,147000,경기도 하남시 감일중앙로 80,321183
,감이동,감일푸르지오마크베르,496,2023.06,146.60,114.92,44.34,151500,"15억 1,500만 원",164000,147000,경기도 하남시 감일중앙로 80,321183
,감이동,더샵포웰시티,881,2021.01,116.47,90.81,35.23,140000,14억,146000,135000,경기도 하남시 감일백제로 70,42011
,감이동,더샵포웰시티,881,2021.01,127.73,99.64,38.63,148000,"14억 8,000만 원",153000,140500,경기도 하남시 감일백제로 70,42011
,감이동,더샵포웰시티,881,2021.01,128.02,99.43,38.72,148000,"14억 8,000만 원",153000,140500,경기도 하남시 감일백제로 70,42011
,감이동,포웰시티푸르지오라포레,790,2021.02,127.49,99.64,38.56,141500,"14억 1,500만 원",148000,132500,경기도 하남시 감일백제로 20,42012
,감이동,포웰시티푸르지오라포레,790,2021.02,127.78,99.43,38.65,141500,"14억 1,500만 원",148000,132500,경기도 하남시 감일백제로 20,42012
,감이동,힐스테이트포웰시티,932,2020.10,97.91,73.81,29.61,141500,"14억 1,500만 원",147000,136500,경기도 하남시 감일백제로 120,42010
,감이동,힐스테이트포웰시티,932,2020.10,111.25,84.42,33.65,151500,"15억 1,500만 원",154000,144000,경기도 하남시 감일백제로 120,42010
,덕풍동,더샵하남에디피스,980,2024.03,109.71,84.87,33.18,140000,14억,145000,132500,경기도 하남시 하남대로 830,429931
,망월동,미사강변푸르지오,1188,2016.04,111.63,84.99,33.77,141500,"14억 1,500만 원",151250,134000,경기도 하남시 미사강변대로 165,28739
,망월동,미사강변푸르지오,1188,2016.04,111.83,84.98,33.83,141500,"14억 1,500만 원",151250,134000,경기도 하남시 미사강변대로 165,28739
,망월동,미사강변푸르지오,1188,2016.04,112.33,84.97,33.97,141500,"14억 1,500만 원",151250,134000,경기도 하남시 미사강변대로 165,28739
,망월동,미사역파라곤,925,2021.07,129.28,102.86,39.10,147500,"14억 7,500만 원",152500,142500,경기도 하남시 미사강변동로 100,42252
,망월동,미사역파라곤,925,2021.07,135.33,107.68,40.94,147500,"14억 7,500만 원",152500,142500,경기도 하남시 미사강변동로 100,42252
,망월동,미사역파라곤,925,2021.07,147.09,117.03,44.49,157000,"15억 7,000만 원",162000,152000,경기도 하남시 미사강변동로 100,42252
,망월동,미사역호반써밋,846,2019.06,131.56,99.88,39.79,140000,14억,148000,132500,경기도 하남시 미사강변한강로 270,37781
,망월동,미사역호반써밋,846,2019.06,131.79,99.54,39.86,140000,14억,148000,132500,경기도 하남시 미사강변한강로 270,37781
,망월동,미사역호반써밋,846,2019.06,132.16,99.16,39.98,140000,14억,148000,132500,경기도 하남시 미사강변한강로 270,37781
,선동,미사강변2차푸르지오,1066,2016.09,131.38,101.87,39.74,143500,"14억 3,500만 원",150000,139000,경기도 하남시 미사강변한강로 60,29438
,선동,미사강변2차푸르지오,1066,2016.09,131.53,101.81,39.78,146000,"14억 6,000만 원",155000,140500,경기도 하남시 미사강변한강로 60,29438
,선동,미사강변2차푸르지오,1066,2016.09,131.79,101.88,39.86,146000,"14억 6,000만 원",154000,140500,경기도 하남시 미사강변한강로 60,29438
,선동,미사강변2차푸르지오,1066,2016.09,132.06,101.89,39.94,148000,"14억 8,000만 원",158000,141000,경기도 하남시 미사강변한강로 60,29438
,선동,미사강변더샵리버포레,875,2016.07,115.81,89.70,35.03,140000,14억,145500,133000,경기도 하남시 미사강변북로 65,29459
,선동,미사강변더샵리버포레,875,2016.07,127.39,98.54,38.53,142000,"14억 2,000만 원",145500,132000,경기도 하남시 미사강변북로 65,29459
,선동,미사강변더샵리버포레,875,2016.07,128.69,98.69,38.92,142000,"14억 2,000만 원",145500,132000,경기도 하남시 미사강변북로 65,29459
,선동,미사강변더샵리버포레,875,2016.07,125.97,98.78,38.10,145000,"14억 5,000만 원",149500,135000,경기도 하남시 미사강변북로 65,29459
,선동,미사강변더샵리버포레,875,2016.07,126.42,98.96,38.24,145000,"14억 5,000만 원",149500,135000,경기도 하남시 미사강변북로 65,29459
,선동,미사강변리버스위트칸타빌,550,2018.05,130.70,102.46,39.53,145000,"14억 5,000만 원",150000,140000,경기도 하남시 미사강변한강로 30,32297
,일직동,광명역센트럴자이,1005,2018.12,132.75,97.65,40.15,144500,"14억 4,500만 원",152000,141000,경기도 광명시 광명역로 28,32462
,일직동,광명역센트럴자이,1005,2018.12,133.19,97.94,40.29,144500,"14억 4,500만 원",152000,141000,경기도 광명시 광명역로 28,32462
,일직동,광명역써밋플레이스,1430,2018.02,140.00,98.44,42.35,141000,"14억 1,000만 원",147000,136000,경기도 광명시 양지로 16,30185
,일직동,유-플래닛광명역데시앙,1500,2019.12,119.67,84.86,36.20,143500,"14억 3,500만 원",147000,132500,경기도 광명시 양지로 7,33081
,일직동,유-플래닛광명역데시앙,1500,2019.12,120.19,84.95,36.35,143500,"14억 3,500만 원",147000,132500,경기도 광명시 양지로 7,33081
,일직동,유-플래닛광명역데시앙,1500,2019.12,120.55,84.86,36.46,143500,"14억 3,500만 원",147000,132500,경기도 광명시 양지로 7,33081
,일직동,유-플래닛광명역데시앙,1500,2019.12,121.72,84.87,36.82,143500,"14억 3,500만 원",147000,132500,경기도 광명시 양지로 7,33081
,일직동,유-플래닛광명역데시앙,1500,2019.12,144.65,102.93,43.75,155000,"15억 5,000만 원",163500,147000,경기도 광명시 양지로 7,33081
,일직동,유-플래닛광명역데시앙,1500,2019.12,145.07,102.87,43.88,155000,"15억 5,000만 원",163500,147000,경기도 광명시 양지로 7,33081
,일직동,유-플래닛광명역데시앙,1500,2019.12,146.38,102.82,44.28,155000,"15억 5,000만 원",163500,147000,경기도 광명시 양지로 7,33081
,중앙동,래미안에코팰리스,659,2007.04,83.72,59.99,25.32,160000,16억,170000,155000,경기도 과천시 관문로 143,14915
,철산동,주공(13단지),2460,1986.07,106.99,83.52,32.36,140000,14억,149000,133500,경기도 광명시 철산로 57,2840
,철산동,주공(13단지),2460,1986.07,107.23,83.70,32.43,140000,14억,149000,133500,경기도 광명시 철산로 57,2840
,철산동,주공(13단지),2460,1986.07,108.17,84.77,32.72,140000,14억,149000,133500,경기도 광명시 철산로 57,2840
,철산동,주공(13단지),2460,1986.07,130.30,111.51,39.41,147000,"14억 7,000만 원",151500,142500,경기도 광명시 철산로 57,2840
,철산동,주공(13단지),2460,1986.07,141.69,121.26,42.86,160000,16억,170500,152500,경기도 광명시 철산로 57,2840
,철산동,철산래미안자이,2072,2009.11,142.99,115.66,43.25,140000,14억,145000,134000,경기도 광명시 디지털로 56,15930
,철산동,철산래미안자이,2072,2009.11,142.82,116.73,43.20,147000,"14억 7,000만 원",153000,140000,경기도 광명시 디지털로 56,15930
,철산동,철산래미안자이,2072,2009.11,166.06,134.52,50.23,152500,"15억 2,500만 원",157500,146000,경기도 광명시 디지털로 56,15930
,철산동,철산센트럴푸르지오,798,2021.02,107.24,84.98,32.44,140000,14억,153000,135000,경기도 광명시 오리로 835,42364
,철산동,철산센트럴푸르지오,798,2021.02,108.09,84.99,32.69,140000,14억,153000,135000,경기도 광명시 오리로 835,42364
,철산동,철산역롯데캐슬앤에스케이뷰클래스티지,1313,2022.03,94.82,70.97,28.68,141500,"14억 1,500만 원",150000,133000,경기도 광명시 시청로 50,46836
,철산동,철산자이브리에르,1490,2026.01,112.10,84.97,33.91,159000,"15억 9,000만 원",165000,150000,경기도 광명시 시청로 100,1073118
,철산동,철산자이브리에르,1490,2026.01,112.67,84.93,34.08,159000,"15억 9,000만 원",165000,150000,경기도 광명시 시청로 100,1073118
,철산동,철산푸르지오하늘채,1264,2010.02,168.11,134.99,50.85,142667,"14억 2,667만 원",148667,136667,경기도 광명시 디지털로 24,16036
,풍산동,미사강변센트럴자이,1222,2017.02,117.87,91.44,35.65,146000,"14억 6,000만 원",148500,142000,경기도 하남시 미사강변대로 95,29962
,풍산동,미사강변센트럴자이,1222,2017.02,123.37,96.38,37.32,158500,"15억 8,500만 원",163000,151500,경기도 하남시 미사강변대로 95,29962
,풍산동,미사강변센트럴자이,1222,2017.02,123.52,96.98,37.36,158500,"15억 8,500만 원",163000,151500,경기도 하남시 미사강변대로 95,29962
,풍산동,미사강변센트럴자이,1222,2017.02,123.64,96.75,37.40,158500,"15억 8,500만 원",163000,151500,경기도 하남시 미사강변대로 95,29962
,학암동,위례롯데캐슬,1673,2016.01,101.46,75.48,30.69,156500,"15억 6,500만 원",163000,149500,경기도 하남시 위례중앙로 215,28108
,학암동,위례숲우미린,875,2022.01,130.00,102.09,39.32,160000,16억,170000,155000,경기도 하남시 위례대로6길 45,45520
,학암동,위례숲우미린,875,2022.01,130.16,102.24,39.37,160000,16억,170000,155000,경기도 하남시 위례대로6길 45,45520
,학암동,위례숲우미린,875,2022.01,130.43,102.43,39.45,160000,16억,170000,155000,경기도 하남시 위례대로6길 45,45520
,학암동,위례숲우미린,875,2022.01,131.11,102.20,39.66,160000,16억,170000,155000,경기도 하남시 위례대로6길 45,45520
,학암동,위례숲우미린,875,2022.01,131.87,102.47,39.89,160000,16억,170000,155000,경기도 하남시 위례대로6길 45,45520
,학암동,위례숲우미린,875,2022.01,131.99,102.17,39.92,160000,16억,170000,155000,경기도 하남시 위례대로6길 45,45520
,학암동,위례우미린,420,2022.11,128.18,102.24,38.77,149000,"14억 9,000만 원",155000,145000,경기도 하남시 위례대로6길 100,49434
,학암동,위례우미린,420,2022.11,129.89,102.47,39.29,149000,"14억 9,000만 원",155000,145000,경기도 하남시 위례대로6길 100,49434
,학암동,위례우미린,420,2022.11,149.31,119.31,45.16,158500,"15억 8,500만 원",165000,151500,경기도 하남시 위례대로6길 100,49434
,학암동,위례중흥에스-클래스,475,2022.09,126.71,101.70,38.32,149000,"14억 9,000만 원",156500,139000,경기도 하남시 위례대로6길 70,48567
,학암동,위례중흥에스-클래스,475,2022.09,127.39,101.75,38.53,149000,"14억 9,000만 원",156500,139000,경기도 하남시 위례대로6길 70,48567
,학암동,위례중흥에스-클래스,475,2022.09,126.41,101.93,38.23,150000,15억,158000,140000,경기도 하남시 위례대로6길 70,48567
,학암동,위례포레자이,558,2021.04,119.68,95.96,36.20,141000,"14억 1,000만 원",143500,137500,경기도 하남시 위례대로6길 95,44957
,학암동,위례포레자이,558,2021.04,120.26,95.87,36.37,141000,"14억 1,000만 원",143500,137500,경기도 하남시 위례대로6길 95,44957
,학암동,위례포레자이,558,2021.04,126.33,101.54,38.21,149000,"14억 9,000만 원",155000,145000,경기도 하남시 위례대로6길 95,44957
,학암동,위례포레자이,558,2021.04,126.92,101.81,38.39,149000,"14억 9,000만 원",155000,145000,경기도 하남시 위례대로6길 95,44957
,학암동,힐스테이트센트럴위례,1078,2021.05,116.23,92.43,35.16,150000,15억,155000,145000,경기도 하남시 위례대로6길 15,45313
,학암동,힐스테이트센트럴위례,1078,2021.05,126.26,98.71,38.19,157500,"15억 7,500만 원",162500,152500,경기도 하남시 위례대로6길 15,45313
강남구,세곡동,강남데시앙파크,546,2011.11,108.54,84.95,32.83,150000,15억,157000,145000,서울특별시 강남구 헌릉로590길 63,24991
강남구,세곡동,강남데시앙파크,546,2011.11,109.96,84.97,33.26,150000,15억,157000,145000,서울특별시 강남구 헌릉로590길 63,24991
강남구,세곡동,강남신동아파밀리에1단지,395,2011.02,86.88,59.97,26.28,145000,"14억 5,000만 원",150000,140000,서울특별시 강남구 헌릉로590길 100,24585
강남구,세곡동,강남신동아파밀리에1단지,395,2011.02,86.89,59.88,26.28,145000,"14억 5,000만 원",150000,140000,서울특별시 강남구 헌릉로590길 100,24585
강남구,세곡동,강남신동아파밀리에2단지,410,2011.02,115.82,84.98,35.03,150000,15억,160000,145000,서울특별시 강남구 헌릉로590길 10,24586
강남구,세곡동,강남신동아파밀리에2단지,410,2011.02,116.72,84.97,35.30,150000,15억,160000,145000,서울특별시 강남구 헌릉로590길 10,24586
강남구,세곡동,강남엘에이치1단지(e편한세상),809,2013.06,81.83,59.86,24.75,160000,16억,170000,150000,서울특별시 강남구 헌릉로571길 20,25358
강남구,세곡동,강남엘에이치1단지(e편한세상),809,2013.06,81.87,59.89,24.76,160000,16억,170000,150000,서울특별시 강남구 헌릉로571길 20,25358
강남구,세곡동,강남엘에이치1단지(e편한세상),809,2013.06,82.00,59.99,24.80,160000,16억,170000,150000,서울특별시 강남구 헌릉로571길 20,25358
강남구,세곡동,세곡리엔파크3단지,363,2011.02,118.44,84.96,35.82,150000,15억,157000,145000,서울특별시 강남구 헌릉로590길 11,24587
강남구,세곡동,세곡푸르지오,912,2012.08,80.22,59.86,24.26,152500,"15억 2,500만 원",160000,147500,서울특별시 강남구 자곡로 21,24932
강남구,세곡동,세곡푸르지오,912,2012.08,80.26,59.89,24.28,152500,"15억 2,500만 원",160000,147500,서울특별시 강남구 자곡로 21,24932
강남구,세곡동,세곡푸르지오,912,2012.08,80.40,59.99,24.32,152500,"15억 2,500만 원",160000,147500,서울특별시 강남구 자곡로 21,24932
강남구,수서동,까치마을,1404,1993.09,49.01,34.44,14.82,140000,14억,145000,136000,서울특별시 강남구 광평로19길 10,118
강남구,수서동,까치마을,1404,1993.09,56.36,39.60,17.04,155000,"15억 5,000만 원",163500,150000,서울특별시 강남구 광평로19길 10,118
강남구,수서동,동익,330,1993.11,73.13,60.01,22.12,150000,15억,155000,145000,서울특별시 강남구 광평로39길 3,119
강남구,수서동,신동아,1162,1992.10,49.00,33.18,14.82,146000,"14억 6,000만 원",149500,140000,서울특별시 강남구 광평로47길 17,117
강남구,율현동,강남한신휴플러스6단지,378,2015.09,85.94,59.68,25.99,140000,14억,145000,135000,서울특별시 강남구 밤고개로26길 50,29886
강남구,율현동,강남한신휴플러스6단지,378,2015.09,86.26,59.98,26.09,140000,14억,145000,135000,서울특별시 강남구 밤고개로26길 50,29886
강남구,율현동,강남한신휴플러스6단지,378,2015.09,119.62,84.83,36.18,149500,"14억 9,500만 원",155000,145000,서울특별시 강남구 밤고개로26길 50,29886
강남구,율현동,강남한신휴플러스6단지,378,2015.09,119.85,84.83,36.25,149500,"14억 9,500만 원",155000,145000,서울특별시 강남구 밤고개로26길 50,29886
강남구,율현동,강남한신휴플러스6단지,378,2015.09,119.95,84.83,36.28,149500,"14억 9,500만 원",155000,145000,서울특별시 강남구 밤고개로26길 50,29886
강남구,율현동,강남한신휴플러스6단지,378,2015.09,120.72,84.96,36.51,149500,"14억 9,500만 원",155000,145000,서울특별시 강남구 밤고개로26길 50,29886
강남구,자곡동,강남자곡힐스테이트,1339,2015.06,85.25,59.93,25.79,145000,"14억 5,000만 원",150000,140000,서울특별시 강남구 자곡로3길 21,429058
강남구,자곡동,강남자곡힐스테이트,1339,2015.06,106.41,74.80,32.18,160000,16억,165000,155000,서울특별시 강남구 자곡로3길 21,429058
강동구,강일동,고덕리엔파크1단지,605,2011.01,152.01,114.97,45.98,150000,15억,155000,140000,서울특별시 강동구 상일로 152,24277
강동구,강일동,고덕리엔파크1단지,605,2011.01,152.60,114.98,46.16,150000,15억,155000,140000,서울특별시 강동구 상일로 152,24277
강동구,강일동,고덕리엔파크2단지,636,2011.01,149.30,114.97,45.16,150000,15억,155000,140000,서울특별시 강동구 고덕로 427,24278
강동구,강일동,고덕리엔파크2단지,636,2011.01,149.89,114.98,45.34,150000,15억,155000,140000,서울특별시 강동구 고덕로 427,24278
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,109.23,84.73,33.04,147250,"14억 7,250만 원",156000,138500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,109.65,84.98,33.17,147250,"14억 7,250만 원",156000,138500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,110.20,84.89,33.33,147250,"14억 7,250만 원",156000,138500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,110.76,84.89,33.50,147250,"14억 7,250만 원",156000,138500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,110.89,84.63,33.54,147250,"14억 7,250만 원",156000,138500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,112.02,84.93,33.88,147250,"14억 7,250만 원",156000,138500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,113.69,84.96,34.39,147250,"14억 7,250만 원",156000,138500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,131.38,101.70,39.74,157500,"15억 7,500만 원",165000,146500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,131.80,101.39,39.87,157500,"15억 7,500만 원",165000,146500,서울특별시 강동구 아리수로93다길 80,341788
강동구,강일동,힐스테이트리슈빌강일,809,2023.10,132.30,101.84,40.02,157500,"15억 7,500만 원",165000,146500,서울특별시 강동구 아리수로93다길 80,341788
강동구,고덕동,고덕동현대(배재현대),448,1995.11,119.01,84.90,36.00,156500,"15억 6,500만 원",166500,144000,서울특별시 강동구 고덕로61길 37,369
강동구,고덕동,고덕센트럴푸르지오,656,2020.08,82.20,59.14,24.86,156000,"15억 6,000만 원",160000,152500,서울특별시 강동구 고덕로 399,37855
강동구,고덕동,고덕센트럴푸르지오,656,2020.08,82.36,59.16,24.91,156000,"15억 6,000만 원",160000,152500,서울특별시 강동구 고덕로 399,37855
강동구,고덕동,고덕센트럴푸르지오,656,2020.08,82.50,59.06,24.95,156000,"15억 6,000만 원",160000,152500,서울특별시 강동구 고덕로 399,37855
강동구,고덕동,고덕센트럴푸르지오,656,2020.08,82.53,59.09,24.96,156000,"15억 6,000만 원",160000,152500,서울특별시 강동구 고덕로 399,37855
강동구,고덕동,고덕아남,807,1996.03,103.10,84.91,31.18,150000,15억,153500,145000,서울특별시 강동구 양재대로 1706,362
강동구,길동,GS강동자이,596,2003.11,110.62,84.88,33.46,142500,"14억 2,500만 원",150000,139000,서울특별시 강동구 천호대로 1239,12336
강동구,길동,e편한세상강동에코포레,366,2020.04,82.71,59.97,25.01,141500,"14억 1,500만 원",147250,132500,서울특별시 강동구 천중로 253,39883
강동구,길동,e편한세상강동에코포레,366,2020.04,83.43,59.99,25.23,141500,"14억 1,500만 원",147250,132500,서울특별시 강동구 천중로 253,39883
강동구,길동,e편한세상강동에코포레,366,2020.04,83.85,59.99,25.36,141500,"14억 1,500만 원",147250,132500,서울특별시 강동구 천중로 253,39883
강동구,길동,e편한세상강동에코포레,366,2020.04,108.69,84.97,32.87,154500,"15억 4,500만 원",159750,145000,서울특별시 강동구 천중로 253,39883
강동구,길동,e편한세상강동에코포레,366,2020.04,110.52,84.99,33.43,154500,"15억 4,500만 원",159750,145000,서울특별시 강동구 천중로 253,39883
강동구,길동,삼익파크맨션,1092,1982.09,107.73,88.23,32.59,141000,"14억 1,000만 원",146500,136500,서울특별시 강동구 명일로 293,208
강동구,길동,삼익파크맨션,1092,1982.09,103.57,95.87,31.32,142500,"14억 2,500만 원",147500,137500,서울특별시 강동구 명일로 293,208
강동구,길동,삼익파크맨션,1092,1982.09,103.66,95.96,31.35,142500,"14억 2,500만 원",147500,137500,서울특별시 강동구 명일로 293,208
강동구,길동,삼익파크맨션,1092,1982.09,141.25,130.84,42.72,155500,"15억 5,500만 원",160000,146500,서울특별시 강동구 명일로 293,208
강동구,길동,삼익파크맨션,1092,1982.09,141.31,130.83,42.74,155500,"15억 5,500만 원",160000,146500,서울특별시 강동구 명일로 293,208
강동구,길동,삼익파크맨션,1092,1982.09,142.31,131.90,43.04,155500,"15억 5,500만 원",160000,146500,서울특별시 강동구 명일로 293,208
강동구,길동,삼익파크맨션,1092,1982.09,159.06,130.38,48.11,155500,"15억 5,500만 원",160000,146500,서울특별시 강동구 명일로 293,208
강동구,길동,삼익파크맨션,1092,1982.09,148.58,137.70,44.94,158000,"15억 8,000만 원",162500,149000,서울특별시 강동구 명일로 293,208
강동구,둔촌동,더샵파크솔레이유,195,2023.06,81.77,59.93,24.73,140000,14억,144500,135000,서울특별시 강동구 진황도로61길 25-23,663443
강동구,둔촌동,더샵파크솔레이유,195,2023.06,81.94,59.96,24.78,140000,14억,144500,135000,서울특별시 강동구 진황도로61길 25-23,663443
강동구,둔촌동,더샵파크솔레이유,195,2023.06,83.17,59.86,25.15,140000,14억,144500,135000,서울특별시 강동구 진황도로61길 25-23,663443
강동구,둔촌동,둔촌신동아,357,2002.11,109.51,83.99,33.12,142000,"14억 2,000만 원",149500,133000,서울특별시 강동구 양재대로96길 79,339
강동구,둔촌동,둔촌신동아,357,2002.11,109.74,84.16,33.19,142000,"14억 2,000만 원",149500,133000,서울특별시 강동구 양재대로96길 79,339
강동구,둔촌동,둔촌신동아,357,2002.11,110.24,84.54,33.34,142000,"14억 2,000만 원",149500,133000,서울특별시 강동구 양재대로96길 79,339
강동구,둔촌동,둔촌신동아,357,2002.11,110.34,84.63,33.37,142000,"14억 2,000만 원",149500,133000,서울특별시 강동구 양재대로96길 79,339
강동구,둔촌동,둔촌신동아,357,2002.11,110.74,84.93,33.49,142000,"14억 2,000만 원",149500,133000,서울특별시 강동구 양재대로96길 79,339
강동구,둔촌동,둔촌신동아,357,2002.11,105.55,84.72,31.92,143000,"14억 3,000만 원",151000,134000,서울특별시 강동구 양재대로96길 79,339
강동구,둔촌동,둔촌신동아,357,2002.11,129.25,103.72,39.09,145000,"14억 5,000만 원",153000,135000,서울특별시 강동구 양재대로96길 79,339
강동구,둔촌동,둔촌푸르지오,800,2010.03,83.42,59.98,25.23,150000,15억,154750,145000,서울특별시 강동구 명일로 172,21899
강동구,둔촌동,둔촌하이츠,232,1998.05,149.48,114.69,45.21,140000,14억,145000,135000,서울특별시 강동구 명일로 113,327
강동구,둔촌동,신성둔촌미소지움(1차),460,1998.05,145.85,114.98,44.11,142500,"14억 2,500만 원",151500,132500,서울특별시 강동구 명일로 102,332
강동구,둔촌동,신성둔촌미소지움(2차),278,2000.12,143.61,114.72,43.44,142500,"14억 2,500만 원",152500,132500,서울특별시 강동구 진황도로 212,335
강동구,둔촌동,신성둔촌미소지움(2차),278,2000.12,145.80,114.87,44.10,142500,"14억 2,500만 원",152500,132500,서울특별시 강동구 진황도로 212,335
강동구,둔촌동,프라자,354,1984.12,129.31,109.07,39.11,152500,"15억 2,500만 원",160000,145000,서울특별시 강동구 천호대로 1240,210
강동구,명일동,래미안솔베뉴,1900,2019.06,69.54,49.66,21.03,147333,"14억 7,333만 원",152000,140000,서울특별시 강동구 양재대로 1650,33946
강동구,명일동,래미안솔베뉴,1900,2019.06,69.89,49.68,21.14,147333,"14억 7,333만 원",152000,140000,서울특별시 강동구 양재대로 1650,33946
강동구,명일동,래미안솔베뉴,1900,2019.06,70.36,49.62,21.28,147333,"14억 7,333만 원",152000,140000,서울특별시 강동구 양재대로 1650,33946
강동구,명일동,삼익그린11차,152,1986.06,94.49,66.87,28.58,140000,14억,144000,132500,서울특별시 강동구 명일로 376,367
강동구,명일동,삼익그린11차,152,1986.06,100.89,84.51,30.52,150000,15억,155000,145000,서울특별시 강동구 명일로 376,367
강동구,명일동,삼익그린맨션(2차),2400,1983.12,59.93,42.93,18.12,145000,"14억 5,000만 원",150000,140000,서울특별시 강동구 고덕로 210,346
강동구,명일동,삼익맨션,768,1984.10,100.69,72.55,30.45,141500,"14억 1,500만 원",150000,136000,서울특별시 강동구 상암로 225,348
강동구,명일동,삼익맨션,768,1984.10,94.38,71.20,28.54,142500,"14억 2,500만 원",146500,137500,서울특별시 강동구 상암로 225,348
강동구,명일동,삼익맨션,768,1984.10,92.90,66.87,28.10,144000,"14억 4,000만 원",146500,135000,서울특별시 강동구 상암로 225,348
강동구,명일동,삼익맨션,768,1984.10,112.40,82.45,34.00,155000,"15억 5,000만 원",160000,148000,서울특별시 강동구 상암로 225,348
강동구,명일동,삼익맨션,768,1984.10,127.76,106.65,38.64,158500,"15억 8,500만 원",163500,152500,서울특별시 강동구 상암로 225,348
강동구,명일동,삼환고덕,120,1987.06,142.56,121.98,43.12,150000,15억,170000,145000,서울특별시 강동구 고덕로62길 126,349
강동구,상일동,고덕롯데캐슬베네루체,1859,2019.12,83.39,59.98,25.22,157000,"15억 7,000만 원",162000,154000,서울특별시 강동구 상암로79길 88,37606
강동구,상일동,고덕롯데캐슬베네루체,1859,2019.12,84.64,59.98,25.60,157000,"15억 7,000만 원",162000,154000,서울특별시 강동구 상암로79길 88,37606
강동구,상일동,고덕리엔파크3단지,2283,2011.01,150.23,114.97,45.44,150000,15억,155000,140000,서울특별시 강동구 상일로 74,23640
강동구,상일동,고덕숲아이파크,687,2018.03,84.78,59.97,25.64,150000,15억,160000,142500,서울특별시 강동구 고덕로80길 134,31383
강동구,상일동,고덕숲아이파크,687,2018.03,85.81,59.87,25.95,150000,15억,160000,142500,서울특별시 강동구 고덕로80길 134,31383
강동구,상일동,고덕숲아이파크,687,2018.03,85.89,59.93,25.98,150000,15억,160000,142500,서울특별시 강동구 고덕로80길 134,31383
강동구,상일동,고덕아르테스미소지움,100,2022.05,80.57,59.97,24.37,145000,"14억 5,000만 원",149000,140000,서울특별시 강동구 동남로 858,312978
강동구,상일동,고덕아르테스미소지움,100,2022.05,80.67,59.97,24.40,145000,"14억 5,000만 원",149000,140000,서울특별시 강동구 동남로 858,312978
강동구,암사동,강동현대홈타운,568,2004.08,84.09,59.97,25.43,142500,"14억 2,500만 원",148500,137500,서울특별시 강동구 고덕로27길 36,12822
강동구,암사동,삼성광나루,490,2002.11,77.33,59.69,23.39,141500,"14억 1,500만 원",146500,131500,서울특별시 강동구 상암로3길 77,311
강동구,암사동,삼성광나루,490,2002.11,77.65,59.94,23.48,141500,"14억 1,500만 원",146500,131500,서울특별시 강동구 상암로3길 77,311
강동구,암사동,삼성광나루,490,2002.11,109.85,84.79,33.22,152500,"15억 2,500만 원",157500,140000,서울특별시 강동구 상암로3길 77,311
강동구,암사동,삼성광나루,490,2002.11,109.96,84.88,33.26,152500,"15억 2,500만 원",157500,140000,서울특별시 강동구 상암로3길 77,311
강동구,암사동,삼성광나루,490,2002.11,109.98,84.89,33.26,152500,"15억 2,500만 원",157500,140000,서울특별시 강동구 상암로3길 77,311
